Winner,Pot,Actions,ATTP1,ATTP2,HandNo
2,15.0,f/c,0.0,0.0,504
2,15.0,f/,0.0,0.0,505
2,15.0,f/c,0.0,0.0,506
2,15.0,f/,0.0,0.0,507
2,15.0,f/c,0.0,0.0,508
2,15.0,f/,0.0,0.0,509
2,15.0,f/c,0.0,0.0,510
2,15.0,f/,0.0,0.0,511
2,15.0,f/c,0.0,0.0,512
2,15.0,f/,0.0,0.0,513
2,15.0,f/c,0.0,0.0,514
2,15.0,f/,0.0,0.0,515
2,15.0,f/c,0.0,0.0,516
2,15.0,f/,0.0,0.0,517
2,15.0,f/c,0.0,0.0,518
2,15.0,f/,0.0,0.0,519
2,15.0,f/c,0.0,0.0,520
2,15.0,f/,0.0,0.0,521
2,15.0,f/c,0.0,0.0,522
2,15.0,f/,0.0,0.0,523
2,15.0,f/c,0.0,0.0,524
2,15.0,f/,0.0,0.0,525
2,15.0,f/c,0.0,0.0,526
2,15.0,f/,0.0,0.0,527
2,15.0,f/c,0.0,0.0,528
2,15.0,f/,0.0,0.0,529
2,15.0,f/c,0.0,0.0,530
2,15.0,f/,0.0,0.0,531
2,15.0,f/c,0.0,0.0,532
2,15.0,f/,0.0,0.0,533
2,15.0,f/c,0.0,0.0,534
2,15.0,f/,0.0,0.0,535
2,15.0,f/c,0.0,0.0,536
2,15.0,f/,0.0,0.0,537
2,15.0,f/c,0.0,0.0,538
2,15.0,f/,0.0,0.0,539
2,15.0,f/c,0.0,0.0,540
2,15.0,f/,0.0,0.0,541
2,15.0,f/c,0.0,0.0,542
2,15.0,f/,0.0,0.0,543
2,15.0,f/c,0.0,0.0,544
2,15.0,f/,0.0,0.0,545
2,15.0,f/c,0.0,0.0,546
2,15.0,f/,0.0,0.0,547
2,15.0,f/c,0.0,0.0,548
2,15.0,f/,0.0,0.0,549
2,15.0,f/c,0.0,0.0,550
2,15.0,f/,0.0,0.0,551
2,15.0,f/c,0.0,0.0,552
2,15.0,f/,0.0,0.0,553
2,15.0,f/c,0.0,0.0,554
2,15.0,f/,0.0,0.0,555
2,15.0,f/c,0.0,0.0,556
2,15.0,f/,0.0,0.0,557
2,15.0,f/c,0.0,0.0,558
2,15.0,f/,0.0,0.0,559
2,15.0,f/c,0.0,0.0,560
2,15.0,f/,0.0,0.0,561
2,15.0,f/c,0.0,0.0,562
2,15.0,f/,0.0,0.0,563
2,15.0,f/c,0.0,0.0,564
2,15.0,f/,0.0,0.0,565
2,15.0,f/c,0.0,0.0,566
2,15.0,f/,0.0,0.0,567
2,15.0,f/c,0.0,0.0,568
2,15.0,f/,0.0,0.0,569
2,15.0,f/c,0.0,0.0,570
2,15.0,f/,0.0,0.0,571
2,15.0,f/c,0.0,0.0,572
2,15.0,f/,0.0,0.0,573
2,15.0,f/c,0.0009806156158447266,0.0,574
2,15.0,f/,0.0,0.0,575
2,15.0,f/c,0.0,0.0,576
2,15.0,f/,0.0,0.0,577
2,15.0,f/c,0.0,0.0,578
2,15.0,f/,0.0,0.0,579
2,15.0,f/c,0.0,0.0,580
2,15.0,f/,0.0,0.0,581
2,15.0,f/c,0.0,0.0,582
2,15.0,f/,0.0,0.0,583
2,15.0,f/c,0.0,0.0,584
2,15.0,f/,0.0,0.0,585
2,15.0,f/c,0.0,0.0,586
2,15.0,f/,0.0,0.0,587
2,15.0,f/c,0.0,0.0,588
2,15.0,f/,0.0,0.0,589
2,15.0,f/c,0.0,0.0,590
2,15.0,f/,0.0,0.0,591
2,15.0,f/c,0.0,0.0,592
2,15.0,f/,0.0,0.0,593
2,15.0,f/c,0.0,0.0,594
2,15.0,f/,0.0,0.0,595
2,15.0,f/c,0.0,0.0,596
2,15.0,f/,0.0,0.0,597
2,15.0,f/c,0.0009996891021728516,0.0,598
2,15.0,f/,0.0,0.0,599
2,15.0,f/c,0.0,0.0,600
2,15.0,f/,0.0,0.0,601
2,15.0,f/c,0.0,0.0,602
2,15.0,f/,0.0,0.0,603
2,15.0,f/c,0.0,0.0,604
2,15.0,f/,0.0,0.0,605
2,15.0,f/c,0.0,0.0,606
2,15.0,f/,0.0,0.0,607
2,15.0,f/c,0.0,0.0,608
2,15.0,f/,0.0,0.0,609
2,15.0,f/c,0.0,0.0,610
2,15.0,f/,0.0,0.0,611
2,15.0,f/c,0.0010004043579101562,0.0,612
2,15.0,f/,0.0,0.0,613
2,15.0,f/c,0.0,0.0,614
2,15.0,f/,0.0,0.0,615
2,15.0,f/c,0.0,0.0,616
2,15.0,f/,0.0,0.0,617
2,15.0,f/c,0.0,0.0,618
2,15.0,f/,0.0,0.0,619
2,15.0,f/c,0.0,0.0,620
2,15.0,f/,0.0,0.0,621
2,15.0,f/c,0.0,0.0,622
2,15.0,f/,0.0,0.0,623
2,15.0,f/c,0.0,0.0,624
2,15.0,f/,0.0,0.0,625
2,15.0,f/c,0.0,0.0,626
2,15.0,f/,0.0,0.0,627
2,15.0,f/c,0.0,0.0,628
2,15.0,f/,0.0,0.0,629
2,15.0,f/c,0.0,0.0,630
2,15.0,f/,0.0,0.0,631
2,15.0,f/c,0.0,0.0,632
2,15.0,f/,0.0,0.0,633
2,15.0,f/c,0.0,0.0,634
2,15.0,f/,0.0,0.0,635
2,15.0,f/c,0.0,0.0,636
2,15.0,f/,0.0,0.0,637
2,15.0,f/c,0.0,0.0,638
2,15.0,f/,0.0,0.0,639
2,15.0,f/c,0.0,0.0,640
2,15.0,f/,0.0,0.0,641
2,15.0,f/c,0.0,0.0,642
2,15.0,f/,0.0,0.0,643
2,15.0,f/c,0.0,0.0,644
2,15.0,f/,0.0,0.0,645
